"","No_of_Accidents","ev_year","acft_make","acft_model"
"17799",1,2009,"CHAMPION","7HC"
"17800",1,2009,"CHAMPION","7KCAB"
"17801",1,2009,"CHATHAMROBERTM","RV6"
"17802",1,2009,"CHRISMITCHELL","TITAN"
"17803",1,2009,"CHRISTENINDUSTRIESINC","PITTS"
"17804",1,2009,"CHRISTOPHER","VANS"
"17805",4,2009,"CIRRUS","SR"
"17806",2,2009,"CIRRUS","SR20"
"17807",3,2009,"CIRRUS","SR22"
"17808",1,2009,"CIRRUSDESIGN","SR20"
"17809",1,2009,"CIRRUSDESIGN","SR22"
"17810",1,2009,"CIRRUSDESIGNCORP","SR"
"17811",1,2009,"CIRRUSDESIGNCORP","SR20"
"17812",8,2009,"CIRRUSDESIGNCORP","SR22"
"17813",1,2009,"CIRRUSDESIGNCORPORATION","SR22"
"17814",1,2009,"CLARKECOLINA","GLASTAR"
"17815",1,2009,"CLASSICAIRCRAFTCORP","WACO"
"17816",1,2009,"COMMANDER","114"
"17817",1,2009,"COMMANDERAIRCRAFTCOMPANY","114"
"17818",1,2009,"CONSOLIDATEDAERONAUTICSINC.","LAKE"
"17819",1,2009,"CONSTRUCCIONESAERONAUTICASSA","C"
"17820",1,2009,"CORVUS","CARONE"
"17821",2,2009,"COSTRUZIONIAERONAUTICHETECNA","P2004"
"17822",1,2009,"COX","BUSBY"
"17823",1,2009,"COXJOHNWILEY","KITFOX"
"17824",1,2009,"COXWILLIAMM","BEARHAWK"
"17825",1,2009,"CRAWFORDALANR","GLASAIR"
"17826",1,2009,"CRISMAN","FLIGHTSTAR"
"17827",1,2009,"CRUZ","SE5A"
"17828",1,2009,"CUBCRAFTERS","PA"
"17829",1,2009,"CURTISJOHNP","SEA"
"17830",1,2009,"CURTISSWRIGHT","P"
"17831",3,2009,"CURTISSWRIGHT","TRAVEL"
"17832",1,2009,"CZECHAIRCRAFTWORKS","SPORT"
"17833",1,2009,"CZECHAIRCRAFTWORKS","SPORTCRUISER"
"17834",1,2009,"D-FLY","UL"
"17835",1,2009,"DANIELLPATRICK","KOLB"
"17836",1,2009,"DART","GW"
"17837",1,2009,"DASSAULT","FALCON"
"17838",1,2009,"DASSAULT/SUD","FALCON"
"17839",1,2009,"DAVENPORT","DAVE"
"17840",1,2009,"DAVIS","SONEX"
"17841",1,2009,"DAVISMICHAELJ","LONGEZ"
"17842",1,2009,"DEHAVILLAND","BEAVER"
"17843",5,2009,"DEHAVILLAND","DHC"
"17844",1,2009,"DEHAVILLAND","DHC2"
"17845",1,2009,"DEHAVILLAND","VAMPIRE"
"17846",1,2009,"DEKKINGA","VANS"
"17847",1,2009,"DENNYAEROCRAFT","KITFOX"
"17848",3,2009,"DIAMOND","DA20"
"17849",1,2009,"DIAMONDAIRCRAFTINDGMBH","DA"
"17850",8,2009,"DIAMONDAIRCRAFTINDINC","DA"
"17851",1,2009,"DICKSONVANSAIRCRAFT","RV"
"17852",1,2009,"DIEHL","KR"
"17853",1,2009,"DORNIERGMBH","ALPHA"
"17854",2,2009,"DOUGLAS","DC"
"17855",1,2009,"DOUGLAS","DC3"
"17856",1,2009,"DOYLE-MICHAEL","SONERAI"
"17857",1,2009,"DRESSENDONALDL","BACK"
"17858",1,2009,"DREYER","STARDUSTER"
"17859",1,2009,"DUKEPAUL","CHALLENGER"
"17860",1,2009,"DUSENBERRYMARKJ","1905"
"17861",1,2009,"EADSSOCATA","TBM"
"17862",1,2009,"ELKINS","CHRISTEN"
"17863",1,2009,"ELLUMAXLEASINGLLC","EPIC"
"17864",1,2009,"EMBRAER","EMB"
"17865",1,2009,"EMBRAER","EMB110"
"17866",1,2009,"EMBRAER","EMB135"
"17867",1,2009,"EMBRAER","EMB170"
"17868",1,2009,"EMBRAER-EMPRESABRASILEIRADE","ERJ"
"17869",1,2009,"ENGINEERING&RESEARCH","415C"
"17870",1,2009,"ENGINEERINGANDRESEARCH","415C"
"17871",1,2009,"ENGLISHELECTRICLIGHTNING","MK"
"17872",3,2009,"ERCOUPE","415"
"17873",1,2009,"ERCOUPE","415C"
"17874",1,2009,"ERCOUPE","415D"
"17875",2,2009,"EVEKTOR-AEROTECHNIKAS","SPORTSTAR"
"17876",1,2009,"EXPLORERAERONAUTIQUEINC.","ECOFLYER"
"17877",1,2009,"EXTRA","EA"
"17878",1,2009,"FAGAN","BEARHAWK"
"17879",1,2009,"FAIRCHILD","PT"
"17880",1,2009,"FISHER","RV"
"17881",1,2009,"FISHERMICHAELH","T"
"17882",1,2009,"FLIGHTDESIGN","CTSW"
"17883",1,2009,"FLIGHTDESIGNGMBH","CT2K"
"17884",1,2009,"FLIGHTDESIGNGMBH","CTLS"
"17885",4,2009,"FLIGHTDESIGNGMBH","CTSW"
"17886",1,2009,"FOGLIO","TIGER"
"17887",1,2009,"FORSTER","SA"
"17888",1,2009,"FPNALLC","A"
"17889",1,2009,"FRANKLIN","PITTS"
"17890",1,2009,"FRAZIER","TANGENT"
"17891",1,2009,"FREY","FLY"
"17892",1,2009,"FRITZ","RV3"
"17893",1,2009,"FROMHERETOTHEREPDQINC","RV"
"17894",1,2009,"FUHRMANN-SUPEREMERAUDE","STRETCHED"
"17895",1,2009,"FUJI","LM1"
"17896",1,2009,"GALLAGHER","JUNIOR"
"17897",1,2009,"GARRETT","RANS"
"17898",1,2009,"GATESLEARJETCORP.","35A"
"17899",1,2009,"GATESLEARJETCORPORATION","LEARJET"
"17900",1,2009,"GAYNORDONALDJ","RV6A"
"17901",1,2009,"GENERALATOMICS","MQ"
"17902",1,2009,"GENTRYJOHNK","CHINOOK"
"17903",1,2009,"GLADSTONE","KITFOX"
"17904",1,2009,"GOLDENCIRCLE","TIERRA"
"17905",1,2009,"GOODACRE","CA4"
"17906",1,2009,"GOSSARDRONALDF","KITFOX"
"17907",1,2009,"GOTTELTHERBERTR","KITFOX"
"17908",1,2009,"GRAHNJ/GRAHNG","PITTS"
"17909",1,2009,"GRAY","RV"
"17910",1,2009,"GREATLAKES","2T"
"17911",2,2009,"GRUMMAN","AA"
"17912",3,2009,"GRUMMAN","G"
"17913",1,2009,"GRUMMAN","G164"
"17914",1,2009,"GRUMMAN","TBM"
"17915",6,2009,"GRUMMANACFTENGCOR-SCHWEIZER","G"
"17916",1,2009,"GRUMMANAIRCRAFTENGCORP","G"
"17917",1,2009,"GRUMMANAMERICAN","AA"
"17918",5,2009,"GRUMMANAMERICANAVN.CORP.","AA"
"17919",1,2009,"GULFSTREAM-SCHWEIZERA/CCORP","GULFSTREAM"
"17920",1,2009,"GULFSTREAMAEROSPACECORP","COMMANDER"
"17921",1,2009,"GULFSTREAMAMERICANCORP","AA"
"17922",1,2009,"GUNNOE","VELOCITY"
"17923",1,2009,"HAHN","R"
"17924",1,2009,"HALBERTJAMESH","RANS"
"17925",1,2009,"HALLBAUER","DRAGONFLY"
"17926",1,2009,"HALLSTEVENC","LANCAIR"
"17927",1,2009,"HARDEN","RV"
"17928",1,2009,"HAWKERBEECHCRAFTCORPORATION","B200"
"17929",1,2009,"HAWKINSAUGUSTE","AVENTURA"
"17930",1,2009,"HAZELWOODMICHAELS","RV"
"17931",1,2009,"HEBERT","KITFOX"
"17932",4,2009,"HELIO","H"
"17933",1,2009,"HI-MAX","1700R"
"17934",1,2009,"HOLSCLAWFRANCISE","STARDUSTER"
"17935",1,2009,"HOOPERJAMESA","BUSHBY"
"17936",1,2009,"HOOVERFRANK","RV"
"17937",1,2009,"HOWARD","LONG"
"17938",1,2009,"HOWARDWILLIAMC","KR"
"17939",1,2009,"HOWES","RV"
"17940",1,2009,"HUBBELL","PRESCOTT"
"17941",1,2009,"HUBERHARTMUT","EXPRESS"
"17942",1,2009,"HUMMELBIRD","HUMMELBIRD"
"17943",1,2009,"HUSTONCHARLESD","PITTS"
"17944",1,2009,"INMANJD","KOLB"
"17945",2,2009,"JABIRU","J230"
"17946",1,2009,"JAMESB.TAPLIN","RV"
"17947",1,2009,"JAMESO'BERT","VARI"
"17948",1,2009,"JENKINSJACK","GLASTAR"
"17949",1,2009,"JIHLAVAN","KP"
"17950",1,2009,"JOHNSTONCOYTE","T"
"17951",1,2009,"JONESRODNEYV","WITTMAN"
"17952",1,2009,"JORDANDONR","VANS"
"17953",1,2009,"KEELEY/TIDD","MK"
"17954",1,2009,"KEITHLEYTHOMASE","STARDUSTER"
"17955",1,2009,"KENNETHKKNOWLES","SONEX"
"17956",1,2009,"KEVINELDREDGE","STEWART"
"17957",1,2009,"KILROY","PITTS"
"17958",1,2009,"KOCIEMBAROBERTH","T"
"17959",1,2009,"KREPS","THORP"
"17960",1,2009,"KRUSMARKDAVIDHOMER","SEAREY"
"17961",1,2009,"LANCAIR","235"
"17962",1,2009,"LANCAIRCOMPANY","LC42"
"17963",1,2009,"LANHAM","LANCAIR"
"17964",1,2009,"LANTZAIRFLYERSINC","LANCAIR"
"17965",1,2009,"LASEURE","SONERAI"
"17966",1,2009,"LAURIENZOGABRIELA","VARIEZE"
"17967",1,2009,"LAVIGNA","LANCAIR"
"17968",1,2009,"LAYSONSTANLEYB","STEEN"
"17969",1,2009,"LEARJET","35"
"17970",1,2009,"LEARJET","45XR"
"17971",1,2009,"LEIDER","T"
"17972",1,2009,"LEWISJENNINGS","NIEUPORT"
"17973",1,2009,"LEWISKEITHO","VIGGENITE"
"17974",1,2009,"LINKE","KR"
"17975",1,2009,"LOBBKENNETH","CH"
"17976",1,2009,"LOCKHEED","P2V"
"17977",1,2009,"LOCKWOODAIRCRAFTCORP","AIR"
"17978",2,2009,"LUSCOMBE","8"
"17979",2,2009,"LUSCOMBE","8A"
"17980",1,2009,"LUSCOMBE","8C"
"17981",2,2009,"LUSCOMBE","8E"
"17982",1,2009,"LYMANRANDALL/SCOTTDAVID","AVID"
"17983",1,2009,"M-SQUARED","SPRINT"
"17984",1,2009,"MAHRE","STARDUSTER"
"17985",1,2009,"MALONEHENRYO","HOWLAND"
"17986",1,2009,"MARLIN","VARIEZE"
"17987",1,2009,"MARLMAN","STOL"
"17988",1,2009,"MARREROANDRES","STARDUSTER"
"17989",1,2009,"MARTINEDWARDH","FIRE"
"17990",1,2009,"MARVINFAULK","TINKER"
"17991",1,2009,"MATESKON","FISHER"
"17992",11,2009,"MAULE","M"
"17993",1,2009,"MAULE","M5"
"17994",1,2009,"MAULE","M7"
"17995",1,2009,"MAULE","MX"
"17996",1,2009,"MAXABOESIGERJR","PULSAR"
"17997",1,2009,"MAXAIR","DRIFTER"
"17998",1,2009,"MAYO","RV"
"17999",1,2009,"MCCLISH","FUNK"
"18000",1,2009,"MCCURDY","PRO"
"18001",2,2009,"MCDONNELLDOUGLAS","MD"
"18002",4,2009,"MCDONNELLDOUGLAS","MD11"
"18003",1,2009,"MCDONNELLDOUGLAS","MD88"
"18004",1,2009,"MCDONNELLDOUGLAS","MD90"
"18005",1,2009,"MCGRATHROBERTF","SONEX"
"18006",1,2009,"MCKENNAJAMESE","AVID"
"18007",1,2009,"MEUERMARK","SA900"
"18008",1,2009,"MEYERROBERT","AIR"
"18009",1,2009,"MEYERS","OTW"
"18010",1,2009,"MICHAELJ.KOHOUT","GLASSAIR"
"18011",1,2009,"MID-SOUTHCUSTOMCRAFTINC","SH"
"18012",1,2009,"MILESKI","ZENAIR"
"18013",1,2009,"MOONEY","231"
"18014",1,2009,"MOONEY","M20"
"18015",5,2009,"MOONEY","M20C"
"18016",1,2009,"MOONEY","M20D"
"18017",1,2009,"MOONEY","M20E"
"18018",3,2009,"MOONEY","M20F"
"18019",4,2009,"MOONEY","M20J"
"18020",1,2009,"MOONEY","M20M"
"18021",1,2009,"MOONEY","M20S"
"18022",1,2009,"MOONEY","M20TN"
"18023",1,2009,"MOONEYAIRCRAFTCORP.","M20K"
"18024",1,2009,"MOORE","SKYBOLT/BM"
"18025",1,2009,"MOOREGLENN","MORONCA"
"18026",1,2009,"MORGANJAMESE","MORGAN"
"18027",1,2009,"MORSE,FRANKL.","KITFOX"
"18028",1,2009,"MULECFRANKA","FP"
"18029",1,2009,"MXRTECHNOLOGIES","MX2"
"18030",1,2009,"MYERSDONALDE","KITFOX"
"18031",1,2009,"NALIS","GLASTAR"
"18032",2,2009,"NANCHANGCHINA","CJ"
"18033",3,2009,"NAVION","NAVION"
"18034",1,2009,"NELANDRICHARDL","DAYTONA"
"18035",1,2009,"NEPHEWALANH","KITFOX"
"18036",1,2009,"NEWPIPERAIRCRAFTINC","PA"
"18037",1,2009,"NOLESVANCEL","VANS"
"18038",1,2009,"NOORDUYN","UC"
"18039",1,2009,"NORTHAMERICAN","AT"
"18040",3,2009,"NORTHAMERICAN","SNJ"
"18041",2,2009,"NORTHAMERICAN","T"
"18042",1,2009,"NORTHAMERICAN","T6"
"18043",1,2009,"NORTHAMERICAN/VICTORIAMNTLT","AT"
"18044",1,2009,"PALEN","AVRO"
"18045",1,2009,"PARADISEUSALLC","PARADISE"
"18046",1,2009,"PARKER","77"
"18047",1,2009,"PARKSJERRYR","LANCAIR"
"18048",1,2009,"PAULB.JOHNSON","AVID"
"18049",1,2009,"PENSINGER","ZODIAC"
"18050",1,2009,"PETERSONALLENL","DRAGONFLY"
"18051",1,2009,"PHANTOMAIRCRAFT","PHANTOM"
"18052",1,2009,"PIETENPOL","GN"
"18053",2,2009,"PILATUS","PC"
"18054",1,2009,"PILATUS","PC12"
"18055",2,2009,"PILATUSAIRCRAFTLTD","PC"
"18056",1,2009,"PILATUSBRITTEN-NORMAN","BN"
"18057",1,2009,"PILGRIMSAMUELWJR","RV"
"18058",1,2009,"PIONTKOWSKI","CHALLENGER"
"18059",1,2009,"PIPER","AEROSTAR"
"18060",7,2009,"PIPER","J3C"
"18061",1,2009,"PIPER","J4"
"18062",1,2009,"PIPER","J5A"
"18063",1,2009,"PIPER","L"
"18064",196,2009,"PIPER","PA"
"18065",2,2009,"PIPER","PA18"
"18066",1,2009,"PIPER","PA20"
"18067",1,2009,"PIPER","PA22"
"18068",14,2009,"PIPER","PA28"
"18069",1,2009,"PIPER","PA28R"
"18070",2,2009,"PIPER","PA32"
"18071",1,2009,"PIPER","PA32R"
"18072",1,2009,"PIPER","PA34"
"18073",1,2009,"PIPER","PA46"
"18074",1,2009,"PIPERAIRCRAFTINC","PA"
"18075",1,2009,"PITTS","S"
"18076",2,2009,"PITTSAEROBATICS","S"
"18077",1,2009,"POLIT","KITFOX"
"18078",1,2009,"PONGRACZJOHNM","NIEUPORT"
"18079",1,2009,"PROBST","BABY"
"18080",1,2009,"PZL","PZL"
"18081",1,2009,"QUADCITY","CHALLENGER"
"18082",1,2009,"QUICKSILVER","MXII"
"18083",1,2009,"QUICKSILVER","MXL"
"18084",2,2009,"QUICKSILVER","SPORT"
"18085",2,2009,"RANS","S"
"18086",1,2009,"RANS","S12"
"18087",1,2009,"RANS","S5"
"18088",1,2009,"RANSEMPLOYEEFLYINGCLUB","RANS"
"18089",1,2009,"RAYTHEON","B"
"18090",1,2009,"RAYTHEONAIRCRAFTCOMPANY","58"
"18091",2,2009,"RAYTHEONAIRCRAFTCOMPANY","A36"
"18092",1,2009,"RAYTHEONAIRCRAFTCOMPANY","B200"
"18093",1,2009,"RAYTHEONAIRCRAFTCOMPANY","C90A"
"18094",1,2009,"RAYTHEONAIRCRAFTCOMPANY","G36"
"18095",1,2009,"REIMS","F172"
"18096",1,2009,"REIMUS","SONEX"
"18097",2,2009,"REMOS","G"
"18098",1,2009,"REMOSAIRCRAFTGMBH","GEMINI"
"18099",4,2009,"REMOSAIRCRAFTGMBH","REMOS"
"18100",1,2009,"REPUBLIC","RC"
"18101",1,2009,"REWEYWILLIAMM","CH"
"18102",1,2009,"RICHARDRANK","KITFOX"
"18103",1,2009,"RICKCAMPBELL","ZENITH"
"18104",1,2009,"RITTALALFREDTIMOTHY","GLASTAR"
"18105",1,2009,"ROACHNEIL","GLASAIR"
"18106",1,2009,"ROBERTFRISBEY","RV4"
"18107",1,2009,"ROBERTWOOD","THORP"
"18108",1,2009,"ROCKWELL","690"
"18109",1,2009,"ROCKWELLINTERNATIONAL","112A"
"18110",1,2009,"ROCKWELLINTERNATIONAL","114"
"18111",1,2009,"ROGERSKENNETHJ","FLAGLOR"
"18112",1,2009,"ROWLAND","GS"
"18113",1,2009,"RUDOLPHRALPHMONROE","STARLITE"
"18114",2,2009,"RYAN","NAVION"
"18115",1,2009,"S.C.AEROSTARS.A.","YAK"
"18116",1,2009,"S.O.C.A.T.A.","RALLYE"
"18117",1,2009,"SAUER","KR"
"18118",1,2009,"SCHENDL","MUSTANG"
"18119",1,2009,"SCHWEIZER","G"
"18120",1,2009,"SCHWEIZERAIRCRAFTCORP","G"
"18121",1,2009,"SEHER","BEARHAWK"
"18122",1,2009,"SHNIDERMANERVINSTANLEY","LONG"
"18123",1,2009,"SHORTBROS.&HARLAND","SC7"
"18124",1,2009,"SHULTZJEFFREYD","SONEX"
"18125",1,2009,"SIAI-MARCHETTI","F.260"
"18126",1,2009,"SIAI-MARCHETTI","SF"
"18127",1,2009,"SIAI-MARCHETTI","SM"
"18128",1,2009,"SIAIMARCHETTI","SM"
"18129",1,2009,"SIEMERJAMESH","EARTHSTAR"
"18130",1,2009,"SIERRA","E5A"
"18131",1,2009,"SILVAIRE","LUSCOMBE"
"18132",1,2009,"SIMMONS","VANS"
"18133",1,2009,"SKISTMASGEORGE","PIETNPOL"
"18134",1,2009,"SMITH","PA18"
"18135",1,2009,"SMITHALBERTF","CHALLENGER"
"18136",1,2009,"SMITHBRETB","SEAREY"
"18137",1,2009,"SMYSORKEVIN","VELOCITY"
"18138",1,2009,"SOCATA","TB"
"18139",1,2009,"SOCATA","TB20"
"18140",1,2009,"SOCATA","TB200"
"18141",1,2009,"SOCATA","TBM"
"18142",1,2009,"SORENSON","LIGHTNING"
"18143",1,2009,"STANTON","GLASTAR"
"18144",1,2009,"STEPHENSON","ZODIAC"
"18145",5,2009,"STINSON","108"
"18146",1,2009,"STINSON","10A"
"18147",2,2009,"STINSON","SR"
"18148",1,2009,"STIRLING","STARDUSTER"
"18149",1,2009,"STITSFLUT-R-BUG","SA6B"
"18150",1,2009,"STONE","KITFOX"
"18151",1,2009,"STORCHAVIATIONAUSTRALIAPTY","SS"
"18152",1,2009,"STUCKERVIRGILA","AVID"
"18153",1,2009,"STUMPBRADLEY","KOLB"
"18154",1,2009,"SUNGKWONKIM","LONG"
"18155",1,2009,"SUTHERLANDRON","LANCAIR"
"18156",1,2009,"SWALLEYMARKH","CH"
"18157",1,2009,"T51INC.","T51"
"18158",1,2009,"TAILFEATHERLLC","SEA"
"18159",1,2009,"TAYLORCRAFT","BC"
"18160",9,2009,"TAYLORCRAFT","BC12"
"18161",1,2009,"TAYLORCRAFT","BCS"
"18162",1,2009,"TAYLORCRAFT","BF12"
"18163",1,2009,"TAYLORCRAFT","DCO"
"18164",1,2009,"TAYLORCRAFTCORPORATION","F19"
"18165",1,2009,"TBIRD","T"
"18166",2,2009,"TECNAM","P2002"
"18167",1,2009,"TEMCO","D"
"18168",1,2009,"TERATORN","TIERRA"
"18169",1,2009,"THOMASC.PIPER","MURPHY"
"18170",1,2009,"THOMPSONDAVID","CHALLENGER"
"18171",1,2009,"THORNTON","RV"
"18172",1,2009,"THROCKMORTONMATTHEWE","F1"
"18173",1,2009,"THRUSHAIRCRAFTINC","S2R"
"18174",1,2009,"TIDDWESLEY","MINI"
"18175",1,2009,"TOLBERTROBERTR","RANS"
"18176",1,2009,"TURPEN","RV"
"18177",1,2009,"ULTRAFLIGHTLLC","CHALLENGER"
"18178",1,2009,"UNDERLAND/GROTHE/FINSTROM","MMII"
"18179",1,2009,"UNIVAIR","ERCOUPE"
"18180",1,2009,"UNIVERSAL","GLOBE"
"18181",1,2009,"UNKNOWN","KIT"
"18182",1,2009,"UPTON","BAKENG"
"18183",1,2009,"VALENTIN","TAIFUN"
"18184",1,2009,"VOLLENWEIDERR/HURSTRF","VANS"
"18185",1,2009,"WACO","QCF"
"18186",1,2009,"WACO","UPF"
"18187",1,2009,"WACOCLASSICAIRCRAFT","YMF"
"18188",1,2009,"WARNERLEWIS","STEEN"
"18189",1,2009,"WAYNEOROBINSON","S6S"
"18190",1,2009,"WEATHERHEADPETERL","STOL"
"18191",1,2009,"WEATHERLYAVIATIONCOINC","620B"
"18192",1,2009,"WEBER","PELICAN"
"18193",1,2009,"WEINBERG","RV"
"18194",1,2009,"WEISS","LANCAIR"
"18195",1,2009,"WERMLING","KR"
"18196",1,2009,"WESTERHOUT/GAGNIER","ESCAPADE"
"18197",1,2009,"WESTON","SEA"
"18198",1,2009,"WHITE","NEW"
"18199",1,2009,"WHITEHEAD","TITAN"
"18200",1,2009,"WICKSAIRCENTERLLC","HORNET"
"18201",1,2009,"WINSHIPKENTS","DOGGER"
"18202",1,2009,"WOHNOUTKASTEVENM","TEAM"
"18203",1,2009,"WRIGHTBRUCEM","AVID"
"18204",1,2009,"WSK-PZLMEILEC","PZL"
"18205",2,2009,"WSKPZLMIELEC","M"
"18206",1,2009,"XTREMEAIRGMBH","XP"
"18207",1,2009,"YAKOVLEV/DAY","YAK"
"18208",1,2009,"YOUNKINJR","MULLICOUPE"
"18209",1,2009,"ZENAIRLTD","STOL"
"18210",1,2009,"ZENITH","CH"
"18211",1,2009,"ZENITHAIRCRAFTCO","ZODIAC"
"18212",1,2009,"ZIVKOAERONAUTICSINC","EDGE"
"18213",1,2010,"AARDEMAROBERTJOHN","1"
"18214",1,2010,"ADAMSJOHNRJR","PIEL"
"18215",1,2010,"ADVERTISINGMGMT&CONSULTING","VELOCITY"
"18216",1,2010,"AEROCOMMANDER","100"
"18217",1,2010,"AEROCOMMANDER","114B"
"18218",3,2010,"AEROCOMMANDER","500"
"18219",1,2010,"AEROCOMMANDER","560E"
"18220",1,2010,"AEROCOMMANDER","680FL"
"18221",1,2010,"AEROCOMMANDER","CALLAIR"
"18222",3,2010,"AEROCOMMANDER","S2R"
"18223",1,2010,"AERONCA","0"
"18224",3,2010,"AERONCA","11AC"
"18225",1,2010,"AERONCA","11CC"
"18226",5,2010,"AERONCA","7AC"
"18227",1,2010,"AERONCA","7BCM"
"18228",2,2010,"AERONCA","7CCM"
"18229",1,2010,"AERONCA","O58B"
"18230",1,2010,"AEROPROCZ","EUROFOX"
"18231",1,2010,"AEROSPZOO","AT"
"18232",1,2010,"AEROSTARACFTCORPOFTEXAS","M20E"
"18233",1,2010,"AEROSTARSA","YAK"
"18234",1,2010,"AIRBUS","A300B4"
"18235",2,2010,"AIRBUS","A321"
"18236",1,2010,"AIRBUS","A330"
"18237",1,2010,"AIRBUSINDUSTRIE","A319"
"18238",1,2010,"AIRBUSINDUSTRIE","A330"
"18239",1,2010,"AIRCREATION","CLIPPER"
"18240",1,2010,"AIRCREATION","GTE"
"18241",1,2010,"AIRTRACTOR","502B"
"18242",5,2010,"AIRTRACTOR","AT"
"18243",1,2010,"AIRTRACTOR","AT402"
"18244",2,2010,"AIRTRACTOR","AT602"
"18245",1,2010,"AIRTRACTOR","AT802"
"18246",13,2010,"AIRTRACTORINC","AT"
"18247",1,2010,"ALLENRAYMONDH","LANCAIR"
"18248",1,2010,"ALONAIRCOUPE","A2"
"18249",1,2010,"AMERICAN","AA"
"18250",1,2010,"AMERICANCHAMPION","7GCAA"
"18251",1,2010,"AMERICANCHAMPION","7KCAB"
"18252",2,2010,"AMERICANCHAMPIONAIRCRAFT","7GCBC"
"18253",2,2010,"AMERICANCHAMPIONAIRCRAFT","8GCBC"
"18254",2,2010,"AMERICANCHAMPIONAIRCRAFT","8KCAB"
"18255",1,2010,"AMERICANCHAMPIONAIRCRAFTCOR","7GCBC"
"18256",1,2010,"ANKERSTARBRADLEYD","RAND"
"18257",1,2010,"ANTONOV","AN24"
"18258",1,2010,"ASHCRAFT","DR107"
"18259",1,2010,"ATR","ATR42"
"18260",1,2010,"AVEKOSRO","VL"
"18261",1,2010,"AVIAT","A1"
"18262",8,2010,"AVIATAIRCRAFTINC","A"
"18263",1,2010,"AVIATINC","PITTS"
"18264",1,2010,"AVIONSMAXHOLSTE","MH"
"18265",3,2010,"AYRES","S2R"
"18266",1,2010,"AYRESCORP","S2R"
"18267",3,2010,"AYRESCORPORATION","S2R"
"18268",1,2010,"BAGLEYCURTISLYNN","RANS"
"18269",1,2010,"BEANRE/RBWELDINC","GLASAIR"
"18270",1,2010,"BEECH","1900"
"18271",2,2010,"BEECH","1900C"
"18272",1,2010,"BEECH","1900D"
"18273",1,2010,"BEECH","19A"
"18274",1,2010,"BEECH","200"
"18275",1,2010,"BEECH","23"
"18276",1,2010,"BEECH","300"
"18277",4,2010,"BEECH","35"
"18278",1,2010,"BEECH","35C33"
"18279",8,2010,"BEECH","58"
"18280",1,2010,"BEECH","60"
"18281",3,2010,"BEECH","65"
"18282",1,2010,"BEECH","76"
"18283",11,2010,"BEECH","95"
"18284",1,2010,"BEECH","A100"
"18285",1,2010,"BEECH","A23"
"18286",1,2010,"BEECH","A24R"
"18287",2,2010,"BEECH","A35"
"18288",9,2010,"BEECH","A36"
"18289",2,2010,"BEECH","A36TC"
"18290",1,2010,"BEECH","B"
"18291",1,2010,"BEECH","B19"
"18292",1,2010,"BEECH","B200"
"18293",1,2010,"BEECH","B35"
"18294",3,2010,"BEECH","B36TC"
"18295",1,2010,"BEECH","B60"
"18296",1,2010,"BEECH","B95"
"18297",1,2010,"BEECH","C"
"18298",3,2010,"BEECH","C23"
"18299",1,2010,"BEECH","C24"
"18300",4,2010,"BEECH","C24R"
"18301",2,2010,"BEECH","C35"
"18302",1,2010,"BEECH","C90"
"18303",1,2010,"BEECH","D17S"
"18304",1,2010,"BEECH","D35"
"18305",1,2010,"BEECH","D55"
"18306",3,2010,"BEECH","E"
"18307",1,2010,"BEECH","F33"
"18308",2,2010,"BEECH","F33A"
"18309",2,2010,"BEECH","F35"
"18310",1,2010,"BEECH","G35"
"18311",2,2010,"BEECH","H35"
"18312",1,2010,"BEECH","J35"
"18313",2,2010,"BEECH","K35"
"18314",2,2010,"BEECH","P35"
"18315",1,2010,"BEECH","V35"
"18316",1,2010,"BEECH","V35A"
"18317",1,2010,"BEECH","V35B"
"18318",1,2010,"BEERS","TAILWIND"
"18319",1,2010,"BELCHERWILLIAMBII","FIRESTAR"
"18320",1,2010,"BELLANCA","17"
"18321",1,2010,"BELLANCA","7ECA"
"18322",2,2010,"BELLANCA","7GCBC"
"18323",1,2010,"BELLANCA","7KCAB"
"18324",1,2010,"BELLANCA","8GCBC"
"18325",1,2010,"BERNHARD","VANS"
"18326",1,2010,"BIBBEE","COZY"
"18327",1,2010,"BIRD","CK"
"18328",1,2010,"BOAM","RANS"
"18329",1,2010,"BOBOCHRISTOPHERJ","LOEHLE"
"18330",12,2010,"BOEING","737"
"18331",7,2010,"BOEING","747"
"18332",1,2010,"BOEING","757"
"18333",4,2010,"BOEING","767"
"18334",1,2010,"BOEING","777"
"18335",1,2010,"BOEING","A75"
"18336",1,2010,"BOEING","A75L300"
"18337",2,2010,"BOEING","A75N1"
"18338",1,2010,"BOEING","A75N1(PT17)"
"18339",1,2010,"BOEING","B75"
"18340",1,2010,"BOEING","B75N1"
"18341",1,2010,"BOEING","PT"
"18342",1,2010,"BOEING","PT17"
"18343",1,2010,"BOMBARDIERINC","BD"
"18344",5,2010,"BOMBARDIERINC","CL"
"18345",1,2010,"BOMBARDIERINC","DHC"
"18346",1,2010,"BORDELON","KITFOX"
"18347",1,2010,"BORNECHARLESAIII","RV"
"18348",1,2010,"BRADSHAW","QUICKSILVER"
"18349",1,2010,"BREWSTERFLEET","7"
"18350",1,2010,"BRITTEN-NORMAN","BN"
"18351",1,2010,"BYLER","JDT"
"18352",1,2010,"CALCOTECLARENCEE","GLASAIR"
"18353",1,2010,"CARLESIMO","GLASAIR"
