"","No_of_Accidents","ev_year","acft_make","acft_model"
"5661",1,1990,"LIGHTCAP","PITTS"
"5662",1,1990,"LINK","VARI"
"5663",1,1990,"LOCKHEED","12A"
"5664",2,1990,"LOCKHEED","L"
"5665",1,1990,"LOCKHEED","L1329"
"5666",2,1990,"LOCKHEED","PV"
"5667",1,1990,"LOWE/LAW","GLASAIR"
"5668",1,1990,"LUND","MUSTANG"
"5669",1,1990,"LUSCOMBE","8"
"5670",6,1990,"LUSCOMBE","8A"
"5671",1,1990,"LUSCOMBE","8E"
"5672",1,1990,"LUSCOMBE","8F"
"5673",1,1990,"LUSCOMBE","IIA"
"5674",1,1990,"MARIER","EARLY"
"5675",1,1990,"MASON","HUMMEL"
"5676",1,1990,"MASSEGEE","REBEL"
"5677",8,1990,"MAULE","M"
"5678",2,1990,"MAULE","M4"
"5679",1,1990,"MAULE","M5"
"5680",2,1990,"MAXAIR","MU532"
"5681",7,1990,"MCDONNELLDOUGLAS","DC"
"5682",1,1990,"MELTON","MMI"
"5683",1,1990,"MICALIZIO","BD"
"5684",1,1990,"MICHAELC.QUIGLEY","VELOCITY"
"5685",1,1990,"MILESATWOOD","1"
"5686",1,1990,"MINGESS-BENNETT","M30"
"5687",9,1990,"MITSUBISHI","MU"
"5688",1,1990,"MITSUBISHI","MU2B"
"5689",1,1990,"MONNETT","SONERAI"
"5690",1,1990,"MONNETT","SONERIA"
"5691",7,1990,"MOONEY","M"
"5692",3,1990,"MOONEY","M20"
"5693",1,1990,"MOONEY","M20/231"
"5694",3,1990,"MOONEY","M20A"
"5695",3,1990,"MOONEY","M20B"
"5696",8,1990,"MOONEY","M20C"
"5697",4,1990,"MOONEY","M20E"
"5698",6,1990,"MOONEY","M20F"
"5699",1,1990,"MOONEY","M20J"
"5700",1,1990,"MOONEY","M20J/201"
"5701",5,1990,"MOONEY","M20K"
"5702",1,1990,"MOONEY","M20M"
"5703",1,1990,"MOONEY","MARK"
"5704",1,1990,"MOORE","ACRODUSTER"
"5705",1,1990,"MORANE-SAULNIER","MS760"
"5706",1,1990,"MORRIS","AVID"
"5707",1,1990,"NAAMANHAREN","KITFOX"
"5708",1,1990,"NAVALAIRCRAFTFACTORY","N3N"
"5709",1,1990,"NAVION","A"
"5710",1,1990,"NAVION","H"
"5711",1,1990,"NAVION","L"
"5712",1,1990,"NEAL","CHRISTEN"
"5713",2,1990,"NORTHAMERICAN","AT"
"5714",1,1990,"NORTHAMERICAN","F"
"5715",1,1990,"NORTHAMERICAN","NA"
"5716",2,1990,"NORTHAMERICAN","NAVION"
"5717",5,1990,"NORTHAMERICAN","P"
"5718",3,1990,"NORTHAMERICAN","T"
"5719",1,1990,"NORTHROP","T"
"5720",1,1990,"OLSEN","PURSUIT"
"5721",1,1990,"OLSEN-GORDON","VERI"
"5722",1,1990,"OO-CULLEY","OSPREY"
"5723",1,1990,"PALEN","SOPWITH"
"5724",1,1990,"PARRIGIN","RV"
"5725",1,1990,"PETERSON","KIT"
"5726",1,1990,"PIETENPOL","AIR"
"5727",1,1990,"PIPER","28R"
"5728",1,1990,"PIPER","601P"
"5729",1,1990,"PIPER","AEROSTAR"
"5730",7,1990,"PIPER","J"
"5731",2,1990,"PIPER","J3"
"5732",2,1990,"PIPER","J3C"
"5733",1,1990,"PIPER","J5"
"5734",397,1990,"PIPER","PA"
"5735",4,1990,"PIPER","PA18"
"5736",2,1990,"PIPER","PA22"
"5737",2,1990,"PIPER","PA23"
"5738",4,1990,"PIPER","PA24"
"5739",1,1990,"PIPER","PA25"
"5740",17,1990,"PIPER","PA28"
"5741",2,1990,"PIPER","PA28R"
"5742",1,1990,"PIPER","PA30"
"5743",2,1990,"PIPER","PA31"
"5744",1,1990,"PIPER","PA31T"
"5745",1,1990,"PIPER","PA32RT"
"5746",1,1990,"PIPER","PA34"
"5747",1,1990,"PIPER","PA36"
"5748",1,1990,"PIPER","PA38"
"5749",1,1990,"PIPER","PA46"
"5750",1,1990,"PITTS","S"
"5751",1,1990,"PITTS","S1"
"5752",1,1990,"PITTS","S1T"
"5753",1,1990,"PITTS","S2B"
"5754",1,1990,"PITTS","SA"
"5755",1,1990,"PITTS","SPECIAL"
"5756",1,1990,"PITTSSPECIAL","S"
"5757",1,1990,"PORTERFIELD","PORTERFIELD"
"5758",1,1990,"PROSSER","MONO"
"5759",1,1990,"PTERODACTYL","ASCENDER"
"5760",1,1990,"PZL","80"
"5761",1,1990,"RANSOME","PITTS"
"5762",1,1990,"RAYEDMISTONN","Z"
"5763",1,1990,"REID","LONG"
"5764",1,1990,"REPUBLIC","RC"
"5765",1,1990,"REPUBLIC","RC3"
"5766",1,1990,"ROBBINS","BREEZY"
"5767",1,1990,"ROBERTBRESSLER","PITTS"
"5768",1,1990,"ROBERTC.CAMPBELL","QUICKIE"
"5769",1,1990,"ROBERTVANSCOYOC","SONERIA"
"5770",1,1990,"ROBINSON","WENOSO"
"5771",1,1990,"ROCKWELL","112TC"
"5772",2,1990,"ROCKWELL","114"
"5773",1,1990,"ROCKWELL","680"
"5774",1,1990,"ROCKWELL","690B"
"5775",1,1990,"ROCKWELL","690C"
"5776",1,1990,"ROCKWELL","AC"
"5777",1,1990,"ROCKWELL","COMMANDER"
"5778",5,1990,"ROCKWELL","S"
"5779",4,1990,"ROCKWELL","S2R"
"5780",1,1990,"ROGERAHANSEN","KR"
"5781",1,1990,"ROLLINS-BOWERS","FLY"
"5782",1,1990,"RONALDD.COTHERN","QUICKIE"
"5783",1,1990,"ROTECENGINEERING,INC.","RALLEY"
"5784",2,1990,"RYAN","NAVION"
"5785",1,1990,"RYAN","PT"
"5786",1,1990,"RYAN","ST"
"5787",1,1990,"RYAN","ST3KR"
"5788",1,1990,"RYAN,ROBERTR.","GLASAIR"
"5789",1,1990,"SABELINO","KR"
"5790",1,1990,"SATTLER","AERODUSTER"
"5791",8,1990,"SCHWEIZER","G"
"5792",1,1990,"SCHWEIZER","GRUMMAN"
"5793",1,1990,"SELSTAD","VARI"
"5794",1,1990,"SHORTBROTHERS","SD3"
"5795",1,1990,"SHORTBROTHERS","SH"
"5796",1,1990,"SIAI-MARCHETTI","SF"
"5797",1,1990,"SIAI-MARCHETTI","SF260C"
"5798",1,1990,"SKYTEK","SKYSEEKER"
"5799",1,1990,"SMYTHSIDEWINDER","SMYTH"
"5800",1,1990,"SNYDER","MA"
"5801",1,1990,"SPARK/ACRODUSTER","SA/750"
"5802",1,1990,"SPEZIOSPORT","DAL"
"5803",1,1990,"STEARMAN","4E"
"5804",1,1990,"STEARMAN","E"
"5805",1,1990,"STEELE","ACROSPORT"
"5806",13,1990,"STINSON","108"
"5807",1,1990,"STINSON","L"
"5808",1,1990,"STINSON","SR8C"
"5809",1,1990,"STITS","SA"
"5810",1,1990,"STITS","SA6B"
"5811",1,1990,"STOLT","ACRODUSTER"
"5812",1,1990,"SUKHOI","SU"
"5813",3,1990,"SWEARINGEN","SA"
"5814",1,1990,"SWEARINGEN","SA226"
"5815",1,1990,"SWEARINGEN","SA226TC"
"5816",1,1990,"SWING","VELOCITY"
"5817",1,1990,"TALMADGESCOTT","LONGEZ"
"5818",4,1990,"TAYLORCRAFT","BC"
"5819",3,1990,"TAYLORCRAFT","BC12"
"5820",1,1990,"TAYLORCRAFT","BC12D"
"5821",2,1990,"TAYLORCRAFT","DC"
"5822",1,1990,"TAYLORCRAFT","DCO"
"5823",2,1990,"TAYLORCRAFT","F"
"5824",1,1990,"TAYLORTITCH","MK"
"5825",1,1990,"THOMPSON","BAKER"
"5826",1,1990,"TOUSSAINT/QUADCITY","CHALLENGER"
"5827",1,1990,"TRAMMEL","AVID"
"5828",1,1990,"TRICE","PITTS"
"5829",1,1990,"TRUCKEEMEADOWS","TIERRA"
"5830",1,1990,"VADEN","SA102"
"5831",1,1990,"VANEK","300"
"5832",1,1990,"VANSAIRCRAFT","RV"
"5833",1,1990,"VARGA","KACHINA"
"5834",2,1990,"VOLKSPLANE","WE"
"5835",1,1990,"WACO","DSO"
"5836",1,1990,"WACO","RNF"
"5837",1,1990,"WACO","UPF"
"5838",1,1990,"WACO","YMF"
"5839",1,1990,"WACO","YMS"
"5840",1,1990,"WALDRON","FLYBABY"
"5841",1,1990,"WALTERHUDSON","MUSTANG"
"5842",1,1990,"WARKENTIN","KR"
"5843",1,1990,"WEATHERLY","201"
"5844",1,1990,"WEATHERLY","201B"
"5845",1,1990,"WEBER","CHRISTEN"
"5846",1,1990,"WHEELERTECHNOLOGY,INC.","FT"
"5847",1,1990,"WHITTMAN","W"
"5848",1,1990,"WOHLERS","STEEN/SKYBOLT"
"5849",1,1990,"WSK","PZL"
"5850",2,1990,"WSKPZLMIELEC","M18A"
"5851",2,1990,"WSKPZLMIELEC","PZL"
"5852",1,1990,"YOUNG","2/3"
"5853",1,1990,"ZENGEL","RV"
"5854",1,1990,"ZIMMERMAN","VARIEZE"
"5855",1,1991,"ABERNATHY","LONG"
"5856",1,1991,"ADVANCEDAVIATION","BUCCANEER"
"5857",2,1991,"AEROCOMMANDER","100"
"5858",1,1991,"AEROCOMMANDER","200D"
"5859",1,1991,"AEROCOMMANDER","500"
"5860",3,1991,"AEROCOMMANDER","500B"
"5861",1,1991,"AEROCOMMANDER","680"
"5862",1,1991,"AEROCOMMANDER","685"
"5863",1,1991,"AEROCOMMANDER","690A"
"5864",1,1991,"AEROCOMMANDER","S"
"5865",1,1991,"AEROFABINC.","4/210"
"5866",1,1991,"AERONCA","11"
"5867",4,1991,"AERONCA","11AC"
"5868",1,1991,"AERONCA","11BC"
"5869",1,1991,"AERONCA","11CC"
"5870",2,1991,"AERONCA","15AC"
"5871",2,1991,"AERONCA","65"
"5872",1,1991,"AERONCA","7"
"5873",8,1991,"AERONCA","7AC"
"5874",3,1991,"AERONCA","7BCM"
"5875",1,1991,"AERONCA","7CCM"
"5876",1,1991,"AERONCA","7DC"
"5877",2,1991,"AERONCA","7EC"
"5878",1,1991,"AERONCA","7FC"
"5879",1,1991,"AERONCA","SEDAN"
"5880",1,1991,"AEROSPACE","ATR"
"5881",1,1991,"AEROSPACETECH.OFAUSTRALIA","N22B"
"5882",1,1991,"AEROSPATIALE","ATR"
"5883",1,1991,"AEROSPATIALE","ND"
"5884",2,1991,"AEROTEK","PITTS"
"5885",1,1991,"AIRBUSINDUSTRIE","A"
"5886",1,1991,"AIRNEW,INC.","QUESTAIR"
"5887",1,1991,"AIRTRACTOR","301"
"5888",11,1991,"AIRTRACTOR","AT"
"5889",1,1991,"AKINS","STINGER"
"5890",1,1991,"ALLANR.GOLDMAN","DRAGONFLY"
"5891",1,1991,"ALON","A2"
"5892",1,1991,"ALWHITE","BREEZY"
"5893",2,1991,"AMERICAN","AA"
"5894",1,1991,"AMERICANAVIATIONCORP.(AAC)","AA1"
"5895",1,1991,"ARTICAIRCRAFTCORP.","S"
"5896",1,1991,"ATR","ATR"
"5897",1,1991,"AUSTRALITE","AEROBAT"
"5898",1,1991,"AVIDFLYERINC.","AVID"
"5899",8,1991,"AYRES","S2R"
"5900",1,1991,"AYRES","S2RT34"
"5901",1,1991,"BALKEMA/BOVEN","KESTREL"
"5902",1,1991,"BARTHOLOMEWKOLB","TWINSTAR"
"5903",1,1991,"BATES,FRANKL","SKYBOLT"
"5904",1,1991,"BEAMONT","SKYBOLT"
"5905",1,1991,"BECKLOFF","BABY"
"5906",1,1991,"BEECH","1900C"
"5907",3,1991,"BEECH","200"
"5908",1,1991,"BEECH","23"
"5909",9,1991,"BEECH","35"
"5910",1,1991,"BEECH","35A"
"5911",2,1991,"BEECH","36"
"5912",1,1991,"BEECH","400"
"5913",3,1991,"BEECH","55"
"5914",1,1991,"BEECH","55B"
"5915",1,1991,"BEECH","56TC"
"5916",7,1991,"BEECH","58"
"5917",6,1991,"BEECH","58P"
"5918",2,1991,"BEECH","58TC"
"5919",1,1991,"BEECH","60"
"5920",2,1991,"BEECH","65"
"5921",1,1991,"BEECH","76"
"5922",2,1991,"BEECH","77"
"5923",1,1991,"BEECH","80"
"5924",9,1991,"BEECH","95"
"5925",2,1991,"BEECH","A"
"5926",3,1991,"BEECH","A23"
"5927",1,1991,"BEECH","A35"
"5928",12,1991,"BEECH","A36"
"5929",2,1991,"BEECH","A36TC"
"5930",2,1991,"BEECH","B"
"5931",1,1991,"BEECH","B100"
"5932",4,1991,"BEECH","B19"
"5933",3,1991,"BEECH","B23"
"5934",1,1991,"BEECH","B24R"
"5935",2,1991,"BEECH","B36TC"
"5936",1,1991,"BEECH","B65"
"5937",1,1991,"BEECH","B90"
"5938",2,1991,"BEECH","B95"
"5939",7,1991,"BEECH","BE"
"5940",8,1991,"BEECH","C"
"5941",8,1991,"BEECH","C23"
"5942",1,1991,"BEECH","C24R"
"5943",1,1991,"BEECH","C33A"
"5944",1,1991,"BEECH","C50"
"5945",2,1991,"BEECH","C99"
"5946",1,1991,"BEECH","D"
"5947",1,1991,"BEECH","D18"
"5948",1,1991,"BEECH","D18S"
"5949",1,1991,"BEECH","E"
"5950",2,1991,"BEECH","E18S"
"5951",4,1991,"BEECH","F"
"5952",1,1991,"BEECH","F.33A"
"5953",1,1991,"BEECH","F.35"
"5954",8,1991,"BEECH","F33A"
"5955",1,1991,"BEECH","G"
"5956",2,1991,"BEECH","G35"
"5957",1,1991,"BEECH","H35"
"5958",1,1991,"BEECH","H50"
"5959",3,1991,"BEECH","J35"
"5960",4,1991,"BEECH","K35"
"5961",1,1991,"BEECH","N35"
"5962",1,1991,"BEECH","P"
"5963",1,1991,"BEECH","P35"
"5964",2,1991,"BEECH","T"
"5965",1,1991,"BEECH","U35B"
"5966",2,1991,"BEECH","V"
"5967",2,1991,"BEECH","V35"
"5968",2,1991,"BEECH","V35A"
"5969",6,1991,"BEECH","V35B"
"5970",1,1991,"BEECH","V35TC"
"5971",8,1991,"BELLANCA","17"
"5972",1,1991,"BELLANCA","7EA"
"5973",5,1991,"BELLANCA","7ECA"
"5974",1,1991,"BELLANCA","7FC"
"5975",6,1991,"BELLANCA","7GCBC"
"5976",3,1991,"BELLANCA","7KCAB"
"5977",2,1991,"BELLANCA","8GCBC"
"5978",1,1991,"BELLANCA","8JCAB"
"5979",2,1991,"BELLANCA","8KCAB"
"5980",1,1991,"BELLANCA","EAGLE"
"5981",1,1991,"BOEING","707"
"5982",4,1991,"BOEING","727"
"5983",7,1991,"BOEING","737"
"5984",2,1991,"BOEING","747"
"5985",1,1991,"BOEING","757"
"5986",3,1991,"BOEING","A"
"5987",3,1991,"BOEING","A75"
"5988",2,1991,"BOEING","A75N1"
"5989",1,1991,"BOEING","B75N1"
"5990",1,1991,"BOEING","B767"
"5991",1,1991,"BOEING","DHC"
"5992",2,1991,"BOEING","E75"
"5993",1,1991,"BOEING","E75N1"
"5994",1,1991,"BOEING","N2S"
"5995",2,1991,"BOEING","PT"
"5996",1,1991,"BOLAND/POE","TSUNAMI"
"5997",1,1991,"BOWERSFLYBABY","1A"
"5998",1,1991,"BRAULTGLASAIR","SH2F"
"5999",2,1991,"BRITISHAEROSPACE","3101"
"6000",1,1991,"BRITISHAEROSPACE","3201"
"6001",1,1991,"BRITISHAEROSPACE","J"
"6002",1,1991,"BRONNER","SKYBOLT"
"6003",1,1991,"BURNETT,JERRYD.","CHALLENGER"
"6004",1,1991,"BUTLER","AEROSTAR"
"6005",1,1991,"CALLAIR","A"
"6006",1,1991,"CANADIANCAR&FOUNDRY","HARVARD"
"6007",1,1991,"CANO","AVID"
"6008",11,1991,"CESSNA","120"
"6009",16,1991,"CESSNA","140"
"6010",31,1991,"CESSNA","150"
"6011",1,1991,"CESSNA","150A"
"6012",2,1991,"CESSNA","150C"
"6013",2,1991,"CESSNA","150D"
"6014",4,1991,"CESSNA","150E"
"6015",5,1991,"CESSNA","150F"
"6016",14,1991,"CESSNA","150G"
"6017",7,1991,"CESSNA","150H"
"6018",15,1991,"CESSNA","150J"
"6019",4,1991,"CESSNA","150K"
"6020",21,1991,"CESSNA","150L"
"6021",20,1991,"CESSNA","150M"
"6022",93,1991,"CESSNA","152"
"6023",2,1991,"CESSNA","152U"
"6024",2,1991,"CESSNA","170"
"6025",5,1991,"CESSNA","170A"
"6026",13,1991,"CESSNA","170B"
"6027",40,1991,"CESSNA","172"
"6028",1,1991,"CESSNA","172A"
"6029",3,1991,"CESSNA","172B"
"6030",2,1991,"CESSNA","172C"
"6031",3,1991,"CESSNA","172D"
"6032",3,1991,"CESSNA","172E"
"6033",1,1991,"CESSNA","172F"
"6034",8,1991,"CESSNA","172G"
"6035",4,1991,"CESSNA","172H"
"6036",1,1991,"CESSNA","172I"
"6037",1,1991,"CESSNA","172J"
"6038",12,1991,"CESSNA","172K"
"6039",2,1991,"CESSNA","172L"
"6040",29,1991,"CESSNA","172M"
"6041",49,1991,"CESSNA","172N"
"6042",32,1991,"CESSNA","172P"
"6043",6,1991,"CESSNA","172RG"
"6044",1,1991,"CESSNA","172RG/A"
"6045",1,1991,"CESSNA","175"
"6046",1,1991,"CESSNA","175B"
"6047",11,1991,"CESSNA","177"
"6048",1,1991,"CESSNA","177A"
"6049",4,1991,"CESSNA","177B"
"6050",5,1991,"CESSNA","177RG"
"6051",22,1991,"CESSNA","180"
"6052",1,1991,"CESSNA","180A"
"6053",1,1991,"CESSNA","180F"
"6054",1,1991,"CESSNA","180G"
"6055",1,1991,"CESSNA","180H"
"6056",1,1991,"CESSNA","180J"
"6057",4,1991,"CESSNA","180K"
"6058",1,1991,"CESSNA","180L"
"6059",21,1991,"CESSNA","182"
"6060",10,1991,"CESSNA","182A"
"6061",6,1991,"CESSNA","182B"
"6062",4,1991,"CESSNA","182C"
"6063",2,1991,"CESSNA","182D"
"6064",2,1991,"CESSNA","182E"
"6065",4,1991,"CESSNA","182F"
"6066",2,1991,"CESSNA","182G"
"6067",3,1991,"CESSNA","182H"
"6068",1,1991,"CESSNA","182J"
"6069",3,1991,"CESSNA","182K"
"6070",2,1991,"CESSNA","182L"
"6071",1,1991,"CESSNA","182M"
"6072",3,1991,"CESSNA","182N"
"6073",8,1991,"CESSNA","182P"
"6074",9,1991,"CESSNA","182Q"
"6075",1,1991,"CESSNA","182R"
"6076",1,1991,"CESSNA","182RG"
"6077",1,1991,"CESSNA","182U"
"6078",8,1991,"CESSNA","185"
"6079",2,1991,"CESSNA","185A"
"6080",1,1991,"CESSNA","185C"
"6081",4,1991,"CESSNA","185F"
"6082",4,1991,"CESSNA","188"
"6083",1,1991,"CESSNA","188/B"
"6084",6,1991,"CESSNA","188B"
"6085",2,1991,"CESSNA","195"
"6086",1,1991,"CESSNA","195A"
"6087",2,1991,"CESSNA","195B"
"6088",1,1991,"CESSNA","205"
"6089",8,1991,"CESSNA","206"
"6090",1,1991,"CESSNA","206A"
"6091",3,1991,"CESSNA","207"
"6092",2,1991,"CESSNA","207A"
"6093",1,1991,"CESSNA","208"
"6094",1,1991,"CESSNA","208B"
"6095",11,1991,"CESSNA","210"
"6096",1,1991,"CESSNA","210B"
"6097",1,1991,"CESSNA","210C"
"6098",1,1991,"CESSNA","210D"
"6099",1,1991,"CESSNA","210G"
"6100",1,1991,"CESSNA","210H"
"6101",1,1991,"CESSNA","210K"
"6102",4,1991,"CESSNA","210L"
"6103",4,1991,"CESSNA","210M"
"6104",3,1991,"CESSNA","210N"
"6105",1,1991,"CESSNA","305"
"6106",2,1991,"CESSNA","305A"
"6107",2,1991,"CESSNA","310"
"6108",2,1991,"CESSNA","310C"
"6109",2,1991,"CESSNA","310D"
"6110",1,1991,"CESSNA","310F"
"6111",1,1991,"CESSNA","310J"
"6112",1,1991,"CESSNA","310L"
"6113",3,1991,"CESSNA","310R"
"6114",3,1991,"CESSNA","320"
"6115",1,1991,"CESSNA","320D"
"6116",1,1991,"CESSNA","320E"
"6117",1,1991,"CESSNA","320F"
"6118",1,1991,"CESSNA","336A"
"6119",3,1991,"CESSNA","337"
"6120",1,1991,"CESSNA","337A"
"6121",1,1991,"CESSNA","337C"
"6122",1,1991,"CESSNA","337D"
"6123",1,1991,"CESSNA","337F"
"6124",3,1991,"CESSNA","340"
"6125",1,1991,"CESSNA","340A"
"6126",3,1991,"CESSNA","401"
"6127",2,1991,"CESSNA","402"
"6128",1,1991,"CESSNA","402A"
"6129",3,1991,"CESSNA","402B"
"6130",2,1991,"CESSNA","402C"
"6131",1,1991,"CESSNA","411"
"6132",1,1991,"CESSNA","414"
"6133",2,1991,"CESSNA","414A"
"6134",3,1991,"CESSNA","421"
"6135",6,1991,"CESSNA","421B"
"6136",3,1991,"CESSNA","421C"
"6137",1,1991,"CESSNA","A"
"6138",1,1991,"CESSNA","A150L"
"6139",1,1991,"CESSNA","A185"
"6140",2,1991,"CESSNA","A185E"
"6141",8,1991,"CESSNA","A185F"
"6142",16,1991,"CESSNA","A188B"
"6143",1,1991,"CESSNA","A188D"
"6144",27,1991,"CESSNA","C"
"6145",2,1991,"CESSNA","C172M"
"6146",1,1991,"CESSNA","C172N"
"6147",1,1991,"CESSNA","C175"
"6148",1,1991,"CESSNA","C182R"
"6149",2,1991,"CESSNA","L"
"6150",1,1991,"CESSNA","P206"
"6151",2,1991,"CESSNA","P210"
"6152",2,1991,"CESSNA","P210N"
"6153",2,1991,"CESSNA","R172K"
"6154",5,1991,"CESSNA","R182"
"6155",6,1991,"CESSNA","T"
"6156",6,1991,"CESSNA","T188C"
"6157",1,1991,"CESSNA","T207A"
"6158",2,1991,"CESSNA","T210L"
"6159",5,1991,"CESSNA","T210M"
"6160",5,1991,"CESSNA","T210N"
"6161",1,1991,"CESSNA","T21OR"
"6162",1,1991,"CESSNA","T37B"
"6163",3,1991,"CESSNA","TR182"
"6164",1,1991,"CESSNA","TU"
"6165",2,1991,"CESSNA","TU206G"
"6166",5,1991,"CESSNA","U206"
"6167",1,1991,"CESSNA","U206C"
"6168",3,1991,"CESSNA","U206F"
"6169",1,1991,"CESSNA","U206G"
"6170",1,1991,"CHALLENGERII","BOMBADIER"
"6171",1,1991,"CHAMPION","7"
"6172",2,1991,"CHAMPION","7AC"
"6173",2,1991,"CHAMPION","7EC"
"6174",6,1991,"CHAMPION","7ECA"
"6175",1,1991,"CHAMPION","7FC"
"6176",1,1991,"CHAMPION","7GCAA"
"6177",2,1991,"CHAMPION","7GCBC"
"6178",4,1991,"CHAMPION","7KCAB"
"6179",1,1991,"CHANCEVOUGHT","F4U"
"6180",1,1991,"CHARLESRAUCCI,JR.","FIREBOLT"
"6181",2,1991,"CHRISTENINDUSTRIES","PITTS"
"6182",1,1991,"CHRISTIANIND.","EAGLE"
"6183",1,1991,"CLASSICAIRCRAFTCORP.","YMF"
"6184",1,1991,"CLASSICAIRCRAFTCORP.","YMF5"
"6185",1,1991,"CLIFTONDIXON","POLLIWAGEN"
"6186",1,1991,"CLYDEL.KING","OSPREY"
"6187",1,1991,"COMMONWEALTH","185"
"6188",1,1991,"CONVAIR","600"
"6189",2,1991,"CONVAIR","CV"
"6190",1,1991,"CORLEYHUBERT","KR"
"6191",1,1991,"CRESAWNPITTS","S1"
"6192",1,1991,"CULLEN/ROTH","FALCON"
"6193",1,1991,"CURTISS-WRIGHT","E"
"6194",1,1991,"DANIELLALEE","MIGET"
"6195",1,1991,"DAVERONNEBERG","LONG"
"6196",1,1991,"DAVIDK.MAXWELL","MAX"
"6197",1,1991,"DAVIDLOWE","ULTRA"
"6198",1,1991,"DAVIS","D1K"
"6199",2,1991,"DEHAVILLAND","BEAVER"
"6200",8,1991,"DEHAVILLAND","DHC"
"6201",1,1991,"DEHAVILLAND","DHC6"
"6202",1,1991,"DENNEYAIRCRAFTBEHN","KIT"
"6203",1,1991,"DEREGO","AVID"
"6204",1,1991,"DEVENPORT","EAA"
"6205",1,1991,"DONALDE.SAMUELS","Q2"
"6206",1,1991,"DONALDL.HEDEMAN","SONERAI"
"6207",1,1991,"DONALDW.SORRELS","VANS"
"6208",1,1991,"DONJACKMAN","PITTS"
"6209",1,1991,"DOUGLAS","A"
"6210",3,1991,"DOUGLAS","DC"
"6211",1,1991,"DUFFY","SMITH"
"6212",1,1991,"E.CTRYNKA","PIETENPOL"
"6213",1,1991,"EAGLEAIRCRAFTCO.","DW"
"6214",2,1991,"EAGLEAIRCRAFTCO.","DW1"
"6215",1,1991,"EAGLEAIRCRAFTCO.","EAGLE"
"6216",1,1991,"ELLIOTT","EMERAUDE"
"6217",1,1991,"EMBRAER","120"
"6218",1,1991,"EMBRAER","EMB"
"6219",1,1991,"ENGLISH","PIETENPOL"
"6220",4,1991,"ERCOUPE(ENG&RESEARCHCORP.)","415"
"6221",5,1991,"ERCOUPE(ENG&RESEARCHCORP.)","415C"
"6222",1,1991,"ERCOUPE(ENG&RESEARCHCORP.)","415D"
"6223",1,1991,"ERCOUPE(ENG&RESEARCHCORP.)","ERCOUPE"
"6224",1,1991,"EXPERIMENTAL","BROWN"
"6225",1,1991,"EXPERIMENTAL","DSA"
"6226",1,1991,"EXPERIMENTAL","RV4"
"6227",1,1991,"FAGERBERG","LONGEZE"
"6228",2,1991,"FAIRCHILD","SA"
"6229",1,1991,"FAIRCHILD","SA227"
"6230",1,1991,"FAIRCHILD","SW3"
"6231",1,1991,"FINK,CHARLESH.","FIN"
"6232",1,1991,"FISCHER","WAGABOND"
"6233",1,1991,"FISHER","FT101"
"6234",1,1991,"FLEET","FL"
"6235",1,1991,"FOLLAND","GNAT"
"6236",1,1991,"FREDB.STENCEL","FALCON"
"6237",1,1991,"FRILING","AMTR"
"6238",2,1991,"FUJI","LM"
"6239",1,1991,"GATESLEARJET","LEAR"
"6240",1,1991,"GEORGAL.ATWOOD","KITFOX"
"6241",1,1991,"GILDERSLEEVE","RV"
"6242",2,1991,"GLASAIR","SH"
"6243",1,1991,"GLASAIRIII","SH"
"6244",1,1991,"GLASSAIR","III"
"6245",1,1991,"GLASSAIR","SH"
"6246",1,1991,"GLOBE","GC"
"6247",1,1991,"GORDORNPRICE","ULTIMATE"
"6248",1,1991,"GOVERNMENTAIRCRAFTFACT(GAF)","N24A"
"6249",1,1991,"GREEN-FOWLER","PAZMANY"
"6250",1,1991,"GREGSMITH","KR"
"6251",1,1991,"GREMMINGER","KOLB"
"6252",1,1991,"GRIMM","CAVALIER"
"6253",1,1991,"GRUMMAN","164B"
"6254",9,1991,"GRUMMAN","AA"
"6255",2,1991,"GRUMMAN","AA1B"
"6256",1,1991,"GRUMMAN","AA5"
"6257",2,1991,"GRUMMAN","AA5B"
"6258",1,1991,"GRUMMAN","F9F"
"6259",39,1991,"GRUMMAN","G"
"6260",1,1991,"GRUMMAN","G164"
"6261",1,1991,"GRUMMAN","G164A"
"6262",3,1991,"GRUMMAN","G164B"
"6263",1,1991,"GRUMMAN","HU"
"6264",4,1991,"GRUMMANAMERICAN","AA"
"6265",1,1991,"GRUMMANAMERICAN","AA1C"
"6266",1,1991,"GULFSTREAM","AA5B"
"6267",2,1991,"GULFSTREAM","G"
"6268",1,1991,"GULFSTREAMAMERICAN","AA1A"
"6269",1,1991,"GULFSTREAMAMERICAN","AA5A"
"6270",1,1991,"GULFSTREAMAMERICAN","AA5B"
"6271",1,1991,"HAGAMANPITTS","PITTS"
"6272",1,1991,"HAGG","STARDUSTER"
"6273",1,1991,"HAROLDJ.EAGEN","PITTS"
"6274",1,1991,"HAWKERSIDDELEY","DH.125"
"6275",1,1991,"HAYES","KOLB/TWINSTAR"
"6276",1,1991,"HEAL","SONERAI"
"6277",2,1991,"HELIO","H"
"6278",1,1991,"HELIO","H391B"
"6279",1,1991,"HERBERTW.ROSS","RV"
"6280",1,1991,"HILL","RL"
"6281",1,1991,"HINTON","KITFOX"
"6282",1,1991,"HISPANOAVIACION","HA200"
"6283",1,1991,"HOCKER","DRAGONFLY"
"6284",1,1991,"HOLMES","SPECIAL"
